file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
./StandardData/2021.0614.114056.wav,0 days,0 days 00:00:02.549937500,28.175127,0.1271107,25.247643,27.389046,31.192736,5.945093,79.71841,117.54957,47.165108,33.193123,0.5557085,0.84585327,0.13879466,0.47336268,0.8151465,0.67635185,10.728095,5.0810647,11.38173,8.361981,0.45878094,1.1147904,35.60165,0.4394619,8.864856,1.6020194,-5.0789895,-3.3691022,-7.2056103,-1.9109784,0.021949505,0.6753245,1.7141334,0.7037776,5.0730715,0.61571145,4.289886,1.8834032,42.695274,0.18746154,592.76105,0.33398038,1474.3208,0.13358578,-88.36379,-1.0414741,1609.1886,0.16064563,1225.2738,0.23206954,-98.39918,-0.83909976,2784.0422,0.089653626,1180.8396,0.21257947,-108.16261,-0.68832445,-19.042255,-0.47729045,38.354874,0.21517088,0.04431343,0.59010196,-0.022796627,-0.7507563,0.6409631,0.811578,44.385723,0.17817178,13.422859,0.8684382,-5.8293557,-3.486158,-2.8896544,-4.951679,-9.821773,24.785448,0.04151517,-0.0042357263,0.2270903,5.13834,2.8225806,0.19714284,0.13455899,0.11875,0.051584277,-19.204693
./StandardData/2021.0606.145203.wav,0 days,0 days 00:00:00.298437500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24755044,0.83864367,0.04941761,0.16830045,0.4674488,0.4180312,1.9676973,1.3947096,2.9373055,0.0,0.06904696,1.0063983,14.644044,0.50480723,-1.2532281,-10.735142,0.35286415,30.329885,-8.563036,-0.84579927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6748195,15.74348,0.0015799183,-0.0025394016,0.08715109,3.5714285,0.0,0.0,0.0,0.22,0.0,-39.89036
./StandardData/2021.0606.145113.wav,0 days,0 days 00:00:00.521687500,36.699886,0.065835156,33.48139,38.07694,38.75769,5.2762985,76.83663,65.76079,9.86824,0.0,0.3670705,0.8333797,0.10815073,0.22827296,0.5682693,0.4601186,3.7949593,2.2144744,10.872685,9.320165,0.15133175,1.2206079,33.05849,0.10433788,9.361287,0.92625576,-3.2902484,-3.5158846,-31.48898,-0.5045001,0.0099916225,0.58940864,0.7833687,0.48194003,11.694527,0.16807558,3.7334864,2.6577141,32.47615,0.2701836,836.78754,0.12769845,1330.7004,0.13674468,-5.719849,-2.5203354,2061.6843,0.09917427,1035.1179,0.34190342,-25.623093,-0.5299797,3104.497,0.08539502,1329.6178,0.16713563,-31.59907,-0.3751091,-23.912342,-0.19487295,32.019962,0.21032612,0.08649688,0.21593367,-0.0418856,-0.434853,0.1740332,1.091685,32.769867,0.1089858,8.564032,1.0423696,-4.837287,-2.3687973,-33.267136,-0.48368278,0.0,0.0,0.0,0.0,0.0,3.9215686,2.2222223,0.44,0.0,0.0,0.0,-24.683693
./StandardData/2021.0714.092439.wav,0 days,0 days 00:00:00.412125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5261134,1.1443775,0.25173622,0.31701058,0.46570733,0.21397111,32.030376,22.56678,67.743484,0.0,0.4026324,2.4245787,5.5420847,1.1371988,-17.956188,-0.16931893,-3.5447192,-1.467348,-20.479864,-0.28058702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5246736,7.7854686,0.07922472,0.0030672932,0.4533627,2.5000002,0.0,0.0,0.0,0.34,0.0,-20.576809
./StandardData/2021.0714.095440.wav,0 days,0 days 00:00:01.264249999,29.132399,0.16287643,24.991432,26.52857,34.61835,9.626919,18.69784,10.213028,52.09126,0.0,0.20484823,0.71015716,0.04289325,0.19538522,0.3624052,0.31951195,2.718389,1.8950355,2.3976336,0.64620954,0.13062814,1.2216892,22.52094,0.8482119,14.596338,1.0960938,22.277412,0.9142662,1.6266054,7.0669146,0.021940218,0.8758791,1.8047787,0.79065615,6.5826135,0.39497826,10.64469,1.172862,36.86744,0.5768183,693.7285,0.29832885,1464.7296,0.15939075,-105.76579,-0.8065733,1784.5021,0.10308349,1071.7542,0.2565354,-112.37165,-0.69530636,2915.995,0.06836861,1102.3776,0.29649332,-115.33807,-0.6540176,-28.464827,-0.29320568,37.496002,0.26225883,0.027871558,1.0409155,-0.009874881,-1.4884768,0.21891998,0.8209703,34.76954,0.3365899,26.659235,0.37454587,29.570812,0.6894442,4.8616395,2.8153708,-3.4770555,15.556751,0.034361273,0.02801066,0.039409306,3.2,2.5000002,0.20666665,0.032998316,0.1275,0.061390147,-29.56148
./StandardData/2021.0614.014505.wav,0 days,0 days 00:00:01.402000,27.048065,0.055763736,25.497864,27.119537,28.716259,3.2183952,46.57248,30.472685,16.362083,5.8258033,0.096687354,0.6159279,0.05187211,0.0807715,0.13744184,0.08556973,0.92619294,0.20971584,0.97349316,0.41771618,0.046129566,1.1262463,28.417707,0.4592959,14.561733,1.0935278,13.895764,0.7321244,3.2136462,4.338524,0.032522842,0.91426605,1.4095373,0.91310334,7.5280185,0.2610471,9.686975,0.71223134,39.957855,0.26181808,918.01,0.22089976,1338.3064,0.103232116,-110.05194,-0.7116824,2004.0447,0.095063485,1256.9579,0.15825287,-117.74643,-0.60843074,3108.8733,0.06725177,1170.2871,0.19307126,-121.85626,-0.5579226,-32.305374,-0.21074773,46.195965,0.1579457,-0.011806837,-2.1823614,-0.007155042,-1.7357526,0.07536581,0.7652497,37.555077,0.17593493,26.298845,0.30032414,18.56025,0.4456026,10.929131,1.0175077,-10.238706,20.66046,0.03380651,0.015324122,0.014370218,4.316547,2.9850748,0.1725,0.08870598,0.111999996,0.08328265,-35.179855
./StandardData/2021.0610.112954.wav,0 days,0 days 00:00:01.264249999,28.432226,0.15673351,27.206005,27.845415,31.935892,4.729887,-13.58555,32.39999,35.842262,0.0,0.20090923,0.66303176,0.06886655,0.17995925,0.31393984,0.24507329,2.3622766,1.0408487,2.3886735,1.0045353,0.09744476,0.925908,18.95514,0.3804533,23.209929,0.6767854,10.402258,1.5951271,-0.6560737,-24.727747,0.01808518,0.6812634,1.4029572,0.5268603,6.9095397,0.41431984,10.5869,1.1268035,22.547087,0.5212364,839.7896,0.23308605,1375.1785,0.3797707,-121.11704,-0.6568882,1964.4733,0.099089615,1167.2032,0.23054743,-125.113556,-0.59076667,2975.1035,0.07315365,981.8115,0.34010613,-124.10412,-0.60459834,-21.316921,-0.3496461,28.612392,0.26490122,-0.030094178,-0.9443611,-0.0008495164,-14.456635,0.1444237,0.53766245,18.842684,0.4347671,35.447906,0.25873804,16.797853,0.886051,11.5560255,1.0664024,-14.078741,23.732203,-0.013601095,-0.0029469475,0.059415415,3.2,3.3333335,0.1375,0.10328964,0.111999996,0.062096696,-30.253902
./StandardData/2021.0514.143949.wav,0 days,0 days 00:00:01.631562500,28.196291,0.07117509,26.946907,27.380169,29.824772,2.8778648,21.426325,8.086486,19.258314,15.076237,0.23783512,0.5599405,0.080084026,0.2358731,0.3517621,0.27167806,2.6907747,2.4201853,2.3651447,0.88580257,0.13218206,0.855416,24.569994,0.5312352,22.555887,0.6727159,11.455665,1.0163282,3.9539647,4.7137294,0.025464488,1.5630252,1.232848,0.6071025,7.7293086,0.25540397,6.4531426,1.5758444,25.363737,0.48140582,915.431,0.16634168,1338.5537,0.18675311,-86.797264,-0.86084026,2017.6707,0.09809078,1293.4384,0.19990993,-96.177635,-0.70655113,3061.3276,0.06543524,1069.4453,0.20804965,-96.43462,-0.7055505,-26.589207,-0.36667806,39.113903,0.2990095,-0.041715536,-0.66936153,-0.010331914,-1.4004314,0.18370567,0.5611651,27.689352,0.51767844,30.54052,0.3463791,14.499859,0.8584102,8.950321,1.8298179,-12.225006,24.075525,-0.010420049,-0.0042808102,0.033435017,4.3209877,1.2738854,0.53499997,0.515,0.14999999,0.037416574,-24.886284
./StandardData/2021.0714.095357.wav,0 days,0 days 00:00:02.090750,28.067095,0.12413796,25.017607,27.189857,30.596722,5.579115,23.618002,8.9478655,20.85197,8.304947,0.33719003,0.8159492,0.0640543,0.29458913,0.52983356,0.46577924,6.8944473,5.114309,6.0280204,4.197755,0.21302532,1.1084231,33.642338,0.45953536,11.09249,1.2746407,9.396892,1.891933,-1.7326424,-10.1039505,0.026083257,1.0061351,1.3927735,0.5860004,6.095005,0.43154064,6.3414516,1.1868365,38.30922,0.33076823,682.11646,0.3023784,1425.7191,0.16458485,-46.693005,-1.5100288,1740.2573,0.14511915,1133.4507,0.25640702,-57.194862,-1.1319082,2895.6162,0.07766762,1126.3755,0.2864184,-69.19073,-0.84439766,-21.507372,-0.4624812,36.85857,0.213633,0.038075034,0.9443525,-0.011950711,-2.009004,0.26405224,0.90505236,39.029648,0.30607688,15.182746,0.7548853,8.980932,2.077448,0.47787288,36.301052,-6.8156047,16.642212,0.056073528,0.018716877,0.006356494,4.3269234,1.4778326,0.5466667,0.39203173,0.08,0.06442049,-25.201078
./StandardData/2021.0514.143717.wav,0 days,0 days 00:00:00.529562500,27.732323,0.05744195,27.578299,27.882298,28.79459,1.2162914,27.60547,2.7326908,-16.74634,36.622757,0.08358072,0.44406188,0.05821088,0.07272627,0.091115706,0.032904826,1.0445937,0.42051175,0.60783476,0.5442238,0.031677544,0.8434275,36.510204,0.17180215,8.2604885,1.2436107,25.514482,0.29521945,2.5447075,3.2852194,0.022080278,0.6597716,2.3353364,0.49827158,6.4189425,0.27314138,0.47637057,10.3304615,27.95382,0.30504155,648.2937,0.3996319,1401.9425,0.17335144,-106.545105,-0.72245526,1733.6935,0.104683205,1277.5769,0.27652234,-114.236725,-0.59514904,2751.2844,0.10143796,1134.9216,0.23312314,-116.0754,-0.5714464,-24.231844,-0.296116,34.271984,0.22116882,0.033145804,1.0922059,-0.0038290813,-3.8973866,0.044716265,0.75911397,36.04123,0.23026444,12.901621,0.76561654,29.190323,0.1964901,2.4048908,4.3751364,-18.581732,30.882238,0.02921985,0.005719728,0.021730268,5.882353,8.888889,0.0475,0.021650637,0.089999996,0.04,-43.499035
